Timestamp,pH_Value,Scrubber_ID,Quality_Flag
2026-04-01,,AMMONIA-SCRUBBER,Offline
2026-04-02,,AMMONIA-SCRUBBER,Offline
2026-04-03,,AMMONIA-SCRUBBER,Offline
2026-04-04,,AMMONIA-SCRUBBER,Offline
2026-04-05,,AMMONIA-SCRUBBER,Offline
2026-04-06,,AMMONIA-SCRUBBER,Offline
2026-04-07,,AMMONIA-SCRUBBER,Offline
2026-04-08,,AMMONIA-SCRUBBER,Offline
2026-04-09,,AMMONIA-SCRUBBER,Offline
2026-04-10,,AMMONIA-SCRUBBER,Offline
2026-04-11,,AMMONIA-SCRUBBER,Offline
2026-04-12,,AMMONIA-SCRUBBER,Offline
2026-04-13,,AMMONIA-SCRUBBER,Offline
2026-04-14,,AMMONIA-SCRUBBER,Offline
2026-04-15,,AMMONIA-SCRUBBER,Offline
2026-04-16,,AMMONIA-SCRUBBER,Offline
2026-04-17,,AMMONIA-SCRUBBER,Offline
2026-04-18,,AMMONIA-SCRUBBER,Offline
2026-04-19,,AMMONIA-SCRUBBER,Offline
2026-04-20,,AMMONIA-SCRUBBER,Offline
2026-04-21,,AMMONIA-SCRUBBER,Offline
2026-04-22,,AMMONIA-SCRUBBER,Offline
2026-04-23,,AMMONIA-SCRUBBER,Offline
2026-04-24,,AMMONIA-SCRUBBER,Offline
2026-04-25,,AMMONIA-SCRUBBER,Offline
2026-04-26,,AMMONIA-SCRUBBER,Offline
2026-04-27,,AMMONIA-SCRUBBER,Offline
2026-04-28,,AMMONIA-SCRUBBER,Offline
2026-04-29,,AMMONIA-SCRUBBER,Offline
2026-04-30,,AMMONIA-SCRUBBER,Offline
2026-05-01,,AMMONIA-SCRUBBER,Offline
2026-05-02,,AMMONIA-SCRUBBER,Offline
2026-05-03,,AMMONIA-SCRUBBER,Offline
2026-05-04,,AMMONIA-SCRUBBER,Offline
2026-05-05,,AMMONIA-SCRUBBER,Offline
2026-05-06,,AMMONIA-SCRUBBER,Offline
2026-05-07,,AMMONIA-SCRUBBER,Offline
2026-05-08,,AMMONIA-SCRUBBER,Offline
2026-05-09,,AMMONIA-SCRUBBER,Offline
2026-05-10,,AMMONIA-SCRUBBER,Offline
2026-05-11,,AMMONIA-SCRUBBER,Offline
2026-05-12,,AMMONIA-SCRUBBER,Offline
2026-05-13,,AMMONIA-SCRUBBER,Offline
2026-05-14,,AMMONIA-SCRUBBER,Offline
2026-05-15,,AMMONIA-SCRUBBER,Offline
2026-05-16,,AMMONIA-SCRUBBER,Offline
2026-05-17,,AMMONIA-SCRUBBER,Offline
2026-05-18,,AMMONIA-SCRUBBER,Offline
2026-05-19,,AMMONIA-SCRUBBER,Offline
2026-05-20,,AMMONIA-SCRUBBER,Offline
2026-05-21,,AMMONIA-SCRUBBER,Offline
2026-05-22,,AMMONIA-SCRUBBER,Offline
2026-05-23,,AMMONIA-SCRUBBER,Offline
2026-05-24,,AMMONIA-SCRUBBER,Offline
2026-05-25,,AMMONIA-SCRUBBER,Offline
2026-05-26,,AMMONIA-SCRUBBER,Offline
2026-05-27,,AMMONIA-SCRUBBER,Offline
2026-05-28,,AMMONIA-SCRUBBER,Offline
2026-05-29,,AMMONIA-SCRUBBER,Offline
2026-05-30,,AMMONIA-SCRUBBER,Offline
2026-05-31,,AMMONIA-SCRUBBER,Offline
2026-06-01,,AMMONIA-SCRUBBER,Offline
2026-06-02,,AMMONIA-SCRUBBER,Offline
2026-06-03,,AMMONIA-SCRUBBER,Offline
2026-06-04,,AMMONIA-SCRUBBER,Offline
2026-06-05,,AMMONIA-SCRUBBER,Offline
2026-06-06,,AMMONIA-SCRUBBER,Offline
2026-06-07,,AMMONIA-SCRUBBER,Offline
2026-06-08,,AMMONIA-SCRUBBER,Offline
2026-06-09,,AMMONIA-SCRUBBER,Offline
2026-06-10,,AMMONIA-SCRUBBER,Offline
2026-06-11,,AMMONIA-SCRUBBER,Offline
2026-06-12,,AMMONIA-SCRUBBER,Offline
2026-06-13,,AMMONIA-SCRUBBER,Offline
2026-06-14,,AMMONIA-SCRUBBER,Offline
2026-06-15,,AMMONIA-SCRUBBER,Offline
2026-06-16,,AMMONIA-SCRUBBER,Offline
2026-06-17,,AMMONIA-SCRUBBER,Offline
2026-06-18,,AMMONIA-SCRUBBER,Offline
2026-06-19,,AMMONIA-SCRUBBER,Offline
2026-06-20,,AMMONIA-SCRUBBER,Offline
2026-06-21,,AMMONIA-SCRUBBER,Offline
2026-06-22,,AMMONIA-SCRUBBER,Offline
2026-06-23,,AMMONIA-SCRUBBER,Offline
2026-06-24,,AMMONIA-SCRUBBER,Offline
2026-06-25,,AMMONIA-SCRUBBER,Offline
2026-06-26,,AMMONIA-SCRUBBER,Offline
2026-06-27,,AMMONIA-SCRUBBER,Offline
2026-06-28,,AMMONIA-SCRUBBER,Offline
2026-06-29,,AMMONIA-SCRUBBER,Offline
2026-06-30,,AMMONIA-SCRUBBER,Offline
2026-01-01,,FES-101,Offline
2026-01-02,,FES-101,Offline
2026-01-03,,FES-101,Offline
2026-01-04,,FES-101,Offline
2026-01-05,,FES-101,Offline
2026-01-06,,FES-101,Offline
2026-01-07,,FES-101,Offline
2026-01-08,,FES-101,Offline
2026-01-09,,FES-101,Offline
2026-01-10,,FES-101,Offline
2026-01-11,,FES-101,Offline
2026-01-12,,FES-101,Offline
2026-01-13,,FES-101,Offline
2026-01-14,,FES-101,Offline
2026-01-15,,FES-101,Offline
2026-01-16,,FES-101,Offline
2026-01-17,,FES-101,Offline
2026-01-18,,FES-101,Offline
2026-01-19,,FES-101,Offline
2026-01-20,,FES-101,Offline
2026-01-21,,FES-101,Offline
2026-01-22,,FES-101,Offline
2026-01-23,,FES-101,Offline
2026-01-24,,FES-101,Offline
2026-01-25,,FES-101,Offline
2026-01-26,,FES-101,Offline
2026-01-27,,FES-101,Offline
2026-01-28,,FES-101,Offline
2026-01-29,,FES-101,Offline
2026-01-30,,FES-101,Offline
2026-01-31,,FES-101,Offline
2026-02-01,,FES-101,Offline
2026-02-02,,FES-101,Offline
2026-02-03,,FES-101,Offline
2026-02-04,,FES-101,Offline
2026-02-05,,FES-101,Offline
2026-02-06,,FES-101,Offline
2026-02-07,,FES-101,Offline
2026-02-08,,FES-101,Offline
2026-02-09,,FES-101,Offline
2026-02-10,,FES-101,Offline
2026-02-11,,FES-101,Offline
2026-02-12,,FES-101,Offline
2026-02-13,,FES-101,Offline
2026-02-14,,FES-101,Offline
2026-02-15,,FES-101,Offline
2026-02-16,,FES-101,Offline
2026-02-17,,FES-101,Offline
2026-02-18,,FES-101,Offline
2026-02-19,,FES-101,Offline
2026-02-20,,FES-101,Offline
2026-02-21,,FES-101,Offline
2026-02-22,,FES-101,Offline
2026-02-23,,FES-101,Offline
2026-02-24,,FES-101,Offline
2026-02-25,,FES-101,Offline
2026-02-26,,FES-101,Offline
2026-02-27,,FES-101,Offline
2026-02-28,,FES-101,Offline
2026-03-01,,FES-101,Offline
2026-03-02,,FES-101,Offline
2026-03-03,,FES-101,Offline
2026-03-04,,FES-101,Offline
2026-03-05,,FES-101,Offline
2026-03-06,,FES-101,Offline
2026-03-07,,FES-101,Offline
2026-03-08,,FES-101,Offline
2026-03-09,,FES-101,Offline
2026-03-10,,FES-101,Offline
2026-03-11,,FES-101,Offline
2026-03-12,,FES-101,Offline
2026-03-13,,FES-101,Offline
2026-03-14,,FES-101,Offline
2026-03-15,,FES-101,Offline
2026-03-16,,FES-101,Offline
2026-03-17,,FES-101,Offline
2026-03-18,,FES-101,Offline
2026-03-19,,FES-101,Offline
2026-03-20,,FES-101,Offline
2026-03-21,,FES-101,Offline
2026-03-22,,FES-101,Offline
2026-03-23,,FES-101,Offline
2026-03-24,,FES-101,Offline
2026-03-25,,FES-101,Offline
2026-03-26,,FES-101,Offline
2026-03-27,,FES-101,Offline
2026-03-28,,FES-101,Offline
2026-03-29,,FES-101,Offline
2026-03-30,,FES-101,Offline
2026-03-31,,FES-101,Offline
2026-04-01,,FES-101,Offline
2026-04-02,,FES-101,Offline
2026-04-03,,FES-101,Offline
2026-04-04,,FES-101,Offline
2026-04-05,,FES-101,Offline
2026-04-06,,FES-101,Offline
2026-04-07,,FES-101,Offline
2026-04-08,,FES-101,Offline
2026-04-09,,FES-101,Offline
2026-04-10,,FES-101,Offline
2026-04-11,,FES-101,Offline
2026-04-12,,FES-101,Offline
2026-04-13,,FES-101,Offline
2026-04-14,,FES-101,Offline
2026-04-15,,FES-101,Offline
2026-04-16,,FES-101,Offline
2026-04-17,,FES-101,Offline
2026-04-18,,FES-101,Offline
2026-04-19,,FES-101,Offline
2026-04-20,,FES-101,Offline
2026-04-21,,FES-101,Offline
2026-04-22,,FES-101,Offline
2026-04-23,,FES-101,Offline
2026-04-24,,FES-101,Offline
2026-04-25,,FES-101,Offline
2026-04-26,,FES-101,Offline
2026-04-27,,FES-101,Offline
2026-04-28,,FES-101,Offline
2026-04-29,,FES-101,Offline
2026-04-30,,FES-101,Offline
2026-05-01,,FES-101,Offline
2026-05-02,,FES-101,Offline
2026-05-03,,FES-101,Offline
2026-05-04,,FES-101,Offline
2026-05-05,,FES-101,Offline
2026-05-06,,FES-101,Offline
2026-05-07,,FES-101,Offline
2026-05-08,,FES-101,Offline
2026-05-09,,FES-101,Offline
2026-05-10,,FES-101,Offline
2026-05-11,,FES-101,Offline
2026-05-12,,FES-101,Offline
2026-05-13,,FES-101,Offline
2026-05-14,,FES-101,Offline
2026-05-15,,FES-101,Offline
2026-05-16,,FES-101,Offline
2026-05-17,,FES-101,Offline
2026-05-18,,FES-101,Offline
2026-05-19,,FES-101,Offline
2026-05-20,,FES-101,Offline
2026-05-21,,FES-101,Offline
2026-05-22,,FES-101,Offline
2026-05-23,,FES-101,Offline
2026-05-24,,FES-101,Offline
2026-05-25,,FES-101,Offline
2026-05-26,9.65,FES-101,Good
2026-05-27,9.65,FES-101,Good
2026-05-28,8.8,FES-101,Good
2026-05-29,3.06,FES-101,Good
2026-05-30,1.36,FES-101,Good
2026-05-31,4.57,FES-101,Good
2026-06-01,8.11,FES-101,Good
2026-06-02,7.15,FES-101,Good
2026-06-03,9.74,FES-101,Good
2026-06-04,9.66,FES-101,Good
2026-06-05,9.61,FES-101,Good
2026-06-06,9.64,FES-101,Good
2026-06-07,9.62,FES-101,Good
2026-06-08,9.63,FES-101,Good
2026-06-09,9.64,FES-101,Good
2026-06-10,9.64,FES-101,Good
2026-06-11,9.65,FES-101,Good
2026-06-12,9.63,FES-101,Good
2026-06-13,9.64,FES-101,Good
2026-06-14,9.7,FES-101,Good
2026-06-15,9.63,FES-101,Good
2026-06-16,9.61,FES-101,Good
2026-06-17,9.57,FES-101,Good
2026-06-18,9.63,FES-101,Good
2026-06-19,9.65,FES-101,Good
2026-06-20,9.66,FES-101,Good
2026-06-21,9.66,FES-101,Good
2026-06-22,9.72,FES-101,Good
2026-06-23,9.8,FES-101,Good
2026-06-24,9.8,FES-101,Good
2026-06-25,9.8,FES-101,Good
2026-06-26,9.8,FES-101,Good
2026-06-27,9.8,FES-101,Good
2026-06-28,9.8,FES-101,Good
2026-06-29,9.8,FES-101,Good
2026-06-30,9.8,FES-101,Good
2026-01-01,9.5,FES-102,Good
2026-01-02,9.5,FES-102,Good
2026-01-03,9.5,FES-102,Good
2026-01-04,9.5,FES-102,Good
2026-01-05,9.5,FES-102,Good
2026-01-06,9.5,FES-102,Interpolated
2026-01-07,9.5,FES-102,Interpolated
2026-01-08,9.5,FES-102,Interpolated
2026-01-09,9.5,FES-102,Good
2026-01-10,9.5,FES-102,Good
2026-01-11,9.5,FES-102,Good
2026-01-12,9.5,FES-102,Good
2026-01-13,9.5,FES-102,Good
2026-01-14,9.5,FES-102,Good
2026-01-15,9.5,FES-102,Good
2026-01-16,9.5,FES-102,Good
2026-01-17,9.5,FES-102,Good
2026-01-18,9.5,FES-102,Good
2026-01-19,9.5,FES-102,Good
2026-01-20,9.5,FES-102,Good
2026-01-21,9.5,FES-102,Good
2026-01-22,9.5,FES-102,Good
2026-01-23,9.5,FES-102,Good
2026-01-24,9.5,FES-102,Good
2026-01-25,9.5,FES-102,Interpolated
2026-01-26,9.5,FES-102,Interpolated
2026-01-27,9.5,FES-102,Interpolated
2026-01-28,,FES-102,Offline
2026-01-29,9.5,FES-102,Good
2026-01-30,9.5,FES-102,Good
2026-01-31,9.5,FES-102,Good
2026-02-01,9.5,FES-102,Good
2026-02-02,9.5,FES-102,Good
2026-02-03,9.5,FES-102,Good
2026-02-04,9.5,FES-102,Good
2026-02-05,9.5,FES-102,Good
2026-02-06,9.5,FES-102,Good
2026-02-07,9.5,FES-102,Good
2026-02-08,9.5,FES-102,Good
2026-02-09,9.5,FES-102,Good
2026-02-10,9.5,FES-102,Good
2026-02-11,9.5,FES-102,Good
2026-02-12,9.5,FES-102,Good
2026-02-13,9.5,FES-102,Good
2026-02-14,9.5,FES-102,Good
2026-02-15,9.5,FES-102,Good
2026-02-16,9.5,FES-102,Good
2026-02-17,9.5,FES-102,Good
2026-02-18,9.5,FES-102,Good
2026-02-19,9.5,FES-102,Good
2026-02-20,9.5,FES-102,Good
2026-02-21,9.5,FES-102,Good
2026-02-22,9.5,FES-102,Good
2026-02-23,9.5,FES-102,Good
2026-02-24,9.5,FES-102,Good
2026-02-25,9.5,FES-102,Good
2026-02-26,9.5,FES-102,Good
2026-02-27,9.5,FES-102,Good
2026-02-28,9.5,FES-102,Good
2026-03-01,9.5,FES-102,Good
2026-03-02,9.5,FES-102,Good
2026-03-03,9.5,FES-102,Good
2026-03-04,9.5,FES-102,Good
2026-03-05,9.5,FES-102,Good
2026-03-06,9.5,FES-102,Good
2026-03-07,9.5,FES-102,Good
2026-03-08,9.5,FES-102,Good
2026-03-09,9.5,FES-102,Good
2026-03-10,9.5,FES-102,Good
2026-03-11,9.5,FES-102,Good
2026-03-12,9.5,FES-102,Good
2026-03-13,9.5,FES-102,Good
2026-03-14,9.5,FES-102,Good
2026-03-15,9.5,FES-102,Good
2026-03-16,9.5,FES-102,Good
2026-03-17,9.5,FES-102,Good
2026-03-18,9.5,FES-102,Good
2026-03-19,9.5,FES-102,Good
2026-03-20,9.5,FES-102,Good
2026-03-21,9.5,FES-102,Good
2026-03-22,9.5,FES-102,Good
2026-03-23,9.5,FES-102,Good
2026-03-24,9.5,FES-102,Good
2026-03-25,9.5,FES-102,Interpolated
2026-03-26,9.5,FES-102,Interpolated
2026-03-27,9.5,FES-102,Interpolated
2026-03-28,9.5,FES-102,Good
2026-03-29,9.5,FES-102,Good
2026-03-30,9.5,FES-102,Good
2026-03-31,9.5,FES-102,Good
2026-04-01,9.5,FES-102,Good
2026-04-02,9.5,FES-102,Good
2026-04-03,9.5,FES-102,Good
2026-04-04,9.5,FES-102,Good
2026-04-05,9.5,FES-102,Good
2026-04-06,9.5,FES-102,Good
2026-04-07,9.5,FES-102,Good
2026-04-08,9.5,FES-102,Good
2026-04-09,9.5,FES-102,Good
2026-04-10,9.5,FES-102,Good
2026-04-11,9.5,FES-102,Good
2026-04-12,9.5,FES-102,Interpolated
2026-04-13,9.5,FES-102,Good
2026-04-14,9.5,FES-102,Good
2026-04-15,9.5,FES-102,Good
2026-04-16,9.5,FES-102,Good
2026-04-17,9.5,FES-102,Good
2026-04-18,9.5,FES-102,Good
2026-04-19,9.5,FES-102,Good
2026-04-20,9.5,FES-102,Good
2026-04-21,9.5,FES-102,Good
2026-04-22,9.5,FES-102,Good
2026-04-23,9.5,FES-102,Good
2026-04-24,9.5,FES-102,Good
2026-04-25,9.5,FES-102,Good
2026-04-26,9.5,FES-102,Good
2026-04-27,9.5,FES-102,Good
2026-04-28,9.5,FES-102,Good
2026-04-29,9.5,FES-102,Good
2026-04-30,9.5,FES-102,Good
2026-05-01,9.5,FES-102,Good
2026-05-02,9.5,FES-102,Good
2026-05-03,9.5,FES-102,Good
2026-05-04,9.5,FES-102,Good
2026-05-05,9.5,FES-102,Good
2026-05-06,9.5,FES-102,Good
2026-05-07,9.5,FES-102,Good
2026-05-08,9.5,FES-102,Good
2026-05-09,9.5,FES-102,Good
2026-05-10,9.5,FES-102,Good
2026-05-11,9.5,FES-102,Good
2026-05-12,9.5,FES-102,Good
2026-05-13,9.5,FES-102,Good
2026-05-14,9.5,FES-102,Good
2026-05-15,9.5,FES-102,Good
2026-05-16,9.5,FES-102,Good
2026-05-17,9.5,FES-102,Good
2026-05-18,9.5,FES-102,Good
2026-05-19,9.5,FES-102,Good
2026-05-20,9.5,FES-102,Good
2026-05-21,9.5,FES-102,Good
2026-05-22,9.5,FES-102,Good
2026-05-23,9.5,FES-102,Good
2026-05-24,9.5,FES-102,Good
2026-05-25,9.5,FES-102,Good
2026-05-26,9.5,FES-102,Good
2026-05-27,9.5,FES-102,Good
2026-05-28,9.5,FES-102,Good
2026-05-29,9.5,FES-102,Good
2026-05-30,9.5,FES-102,Good
2026-05-31,9.5,FES-102,Good
2026-06-01,9.5,FES-102,Good
2026-06-02,9.5,FES-102,Good
2026-06-03,9.5,FES-102,Good
2026-06-04,9.5,FES-102,Good
2026-06-05,9.5,FES-102,Good
2026-06-06,9.5,FES-102,Good
2026-06-07,9.5,FES-102,Good
2026-06-08,9.5,FES-102,Good
2026-06-09,9.5,FES-102,Good
2026-06-10,9.5,FES-102,Good
2026-06-11,9.5,FES-102,Good
2026-06-12,9.5,FES-102,Good
2026-06-13,9.5,FES-102,Good
2026-06-14,9.5,FES-102,Good
2026-06-15,9.5,FES-102,Good
2026-06-16,9.5,FES-102,Good
2026-06-17,9.5,FES-102,Good
2026-06-18,9.5,FES-102,Good
2026-06-19,9.5,FES-102,Good
2026-06-20,9.5,FES-102,Good
2026-06-21,9.5,FES-102,Good
2026-06-22,9.5,FES-102,Good
2026-06-23,9.5,FES-102,Good
2026-06-24,9.5,FES-102,Good
2026-06-25,9.5,FES-102,Good
2026-06-26,9.5,FES-102,Good
2026-06-27,9.5,FES-102,Good
2026-06-28,9.5,FES-102,Good
2026-06-29,9.5,FES-102,Good
2026-06-30,9.5,FES-102,Good
2026-01-01,,GCB-6-SCRUBBER,Offline
2026-01-02,,GCB-6-SCRUBBER,Offline
2026-01-03,,GCB-6-SCRUBBER,Offline
2026-01-04,,GCB-6-SCRUBBER,Offline
2026-01-05,,GCB-6-SCRUBBER,Offline
2026-01-06,,GCB-6-SCRUBBER,Offline
2026-01-07,,GCB-6-SCRUBBER,Offline
2026-01-08,,GCB-6-SCRUBBER,Offline
2026-01-09,,GCB-6-SCRUBBER,Offline
2026-01-10,,GCB-6-SCRUBBER,Offline
2026-01-11,,GCB-6-SCRUBBER,Offline
2026-01-12,,GCB-6-SCRUBBER,Offline
2026-01-13,,GCB-6-SCRUBBER,Offline
2026-01-14,,GCB-6-SCRUBBER,Offline
2026-01-15,,GCB-6-SCRUBBER,Offline
2026-01-16,,GCB-6-SCRUBBER,Offline
2026-01-17,,GCB-6-SCRUBBER,Offline
2026-01-18,,GCB-6-SCRUBBER,Offline
2026-01-19,,GCB-6-SCRUBBER,Offline
2026-01-20,,GCB-6-SCRUBBER,Offline
2026-01-21,,GCB-6-SCRUBBER,Offline
2026-01-22,,GCB-6-SCRUBBER,Offline
2026-01-23,,GCB-6-SCRUBBER,Offline
2026-01-24,,GCB-6-SCRUBBER,Offline
2026-01-25,,GCB-6-SCRUBBER,Offline
2026-01-26,,GCB-6-SCRUBBER,Offline
2026-01-27,,GCB-6-SCRUBBER,Offline
2026-01-28,,GCB-6-SCRUBBER,Offline
2026-01-29,,GCB-6-SCRUBBER,Offline
2026-01-30,,GCB-6-SCRUBBER,Offline
2026-01-31,,GCB-6-SCRUBBER,Offline
2026-02-01,,GCB-6-SCRUBBER,Offline
2026-02-02,,GCB-6-SCRUBBER,Offline
2026-02-03,,GCB-6-SCRUBBER,Offline
2026-02-04,,GCB-6-SCRUBBER,Offline
2026-02-05,,GCB-6-SCRUBBER,Offline
2026-02-06,,GCB-6-SCRUBBER,Offline
2026-02-07,,GCB-6-SCRUBBER,Offline
2026-02-08,,GCB-6-SCRUBBER,Offline
2026-02-09,,GCB-6-SCRUBBER,Offline
2026-02-10,,GCB-6-SCRUBBER,Offline
2026-02-11,,GCB-6-SCRUBBER,Offline
2026-02-12,,GCB-6-SCRUBBER,Offline
2026-02-13,,GCB-6-SCRUBBER,Offline
2026-02-14,,GCB-6-SCRUBBER,Offline
2026-02-15,,GCB-6-SCRUBBER,Offline
2026-02-16,,GCB-6-SCRUBBER,Offline
2026-02-17,,GCB-6-SCRUBBER,Offline
2026-02-18,,GCB-6-SCRUBBER,Offline
2026-02-19,,GCB-6-SCRUBBER,Offline
2026-02-20,,GCB-6-SCRUBBER,Offline
2026-02-21,,GCB-6-SCRUBBER,Offline
2026-02-22,,GCB-6-SCRUBBER,Offline
2026-02-23,,GCB-6-SCRUBBER,Offline
2026-02-24,,GCB-6-SCRUBBER,Offline
2026-02-25,,GCB-6-SCRUBBER,Offline
2026-02-26,,GCB-6-SCRUBBER,Offline
2026-02-27,,GCB-6-SCRUBBER,Offline
2026-02-28,,GCB-6-SCRUBBER,Offline
2026-03-01,,GCB-6-SCRUBBER,Offline
2026-03-02,,GCB-6-SCRUBBER,Offline
2026-03-03,,GCB-6-SCRUBBER,Offline
2026-03-04,,GCB-6-SCRUBBER,Offline
2026-03-05,,GCB-6-SCRUBBER,Offline
2026-03-06,,GCB-6-SCRUBBER,Offline
2026-03-07,,GCB-6-SCRUBBER,Offline
2026-03-08,,GCB-6-SCRUBBER,Offline
2026-03-09,,GCB-6-SCRUBBER,Offline
2026-03-10,,GCB-6-SCRUBBER,Offline
2026-03-11,,GCB-6-SCRUBBER,Offline
2026-03-12,,GCB-6-SCRUBBER,Offline
2026-03-13,,GCB-6-SCRUBBER,Offline
2026-03-14,,GCB-6-SCRUBBER,Offline
2026-03-15,,GCB-6-SCRUBBER,Offline
2026-03-16,,GCB-6-SCRUBBER,Offline
2026-03-17,,GCB-6-SCRUBBER,Offline
2026-03-18,,GCB-6-SCRUBBER,Offline
2026-03-19,,GCB-6-SCRUBBER,Offline
2026-03-20,,GCB-6-SCRUBBER,Offline
2026-03-21,,GCB-6-SCRUBBER,Offline
2026-03-22,,GCB-6-SCRUBBER,Offline
2026-03-23,,GCB-6-SCRUBBER,Offline
2026-03-24,,GCB-6-SCRUBBER,Offline
2026-03-25,,GCB-6-SCRUBBER,Offline
2026-03-26,,GCB-6-SCRUBBER,Offline
2026-03-27,,GCB-6-SCRUBBER,Offline
2026-03-28,,GCB-6-SCRUBBER,Offline
2026-03-29,,GCB-6-SCRUBBER,Offline
